absolutetime;channel;note;time;type;velocity
0;9;39;0;note_on;80
0;0;58;0;note_on;80
0;0;46;0;note_on;80
0;0;61;0;note_on;80
0;0;70;0;note_on;80
240;0;70;0;note_on;80
240;0;70;240;note_off;64
240;0;61;0;note_off;64
240;0;58;0;note_off;64
240;0;46;0;note_off;64
240;0;61;0;note_on;80
240;0;46;0;note_on;80
240;0;58;0;note_on;80
480;9;39;0;note_on;80
480;9;39;480;note_off;64
720;0;46;0;note_on;80
720;0;61;0;note_on;80
720;0;70;480;note_off;64
720;0;61;0;note_off;64
720;0;58;0;note_off;64
720;0;46;0;note_off;64
720;0;70;0;note_on;80
720;0;58;0;note_on;80
960;9;39;480;note_off;64
960;9;39;0;note_on;80
1200;0;58;0;note_on;80
1200;0;61;0;note_on;80
1200;0;70;0;note_on;80
1200;0;46;0;note_off;64
1200;0;46;0;note_on;80
1200;0;70;480;note_off;64
1200;0;61;0;note_off;64
1200;0;58;0;note_off;64
1440;9;39;0;note_on;80
1440;9;39;480;note_off;64
1680;0;58;0;note_off;64
1680;0;61;0;note_on;80
1680;0;58;0;note_on;80
1680;0;46;0;note_on;80
1680;0;70;0;note_on;80
1680;0;61;0;note_off;64
1680;0;46;0;note_off;64
1680;0;70;480;note_off;64
1920;9;39;480;note_off;64
1920;9;39;0;note_on;80
1920;0;70;240;note_off;64
1920;0;61;0;note_off;64
1920;0;58;0;note_off;64
1920;0;46;0;note_off;64
2160;0;70;240;note_on;80
2160;0;61;0;note_on;80
2160;0;58;0;note_on;80
2160;0;46;0;note_on;80
2400;9;39;480;note_off;64
2400;9;39;0;note_on;80
2640;0;70;0;note_on;80
2640;0;46;0;note_off;64
2640;0;61;0;note_on;80
2640;0;61;0;note_off;64
2640;0;70;480;note_off;64
2640;0;58;0;note_off;64
2640;0;58;0;note_on;80
2640;0;46;0;note_on;80
2880;9;39;480;note_off;64
2880;9;39;0;note_on;80
3120;0;46;0;note_on;80
3120;0;58;0;note_on;80
3120;0;61;0;note_on;80
3120;0;70;0;note_on;80
3120;0;46;0;note_off;64
3120;0;58;0;note_off;64
3120;0;61;0;note_off;64
3120;0;70;480;note_off;64
3360;9;39;480;note_off;64
3360;9;39;0;note_on;80
3600;0;61;0;note_off;64
3600;0;58;0;note_on;80
3600;0;70;480;note_off;64
3600;0;70;0;note_on;80
3600;0;58;0;note_off;64
3600;0;46;0;note_off;64
3600;0;61;0;note_on;80
3600;0;46;0;note_on;80
3720;9;39;0;note_on;80
3720;9;39;360;note_off;64
3840;0;70;0;note_on;80
3840;0;61;0;note_on;80
3840;0;58;0;note_on;80
3840;0;58;0;note_off;64
3840;9;39;120;note_off;64
3840;0;61;0;note_off;64
3840;0;70;240;note_off;64
3840;9;39;0;note_on;80
3840;0;46;0;note_off;64
3840;0;46;0;note_on;80
4080;0;61;0;note_on;80
4080;0;58;0;note_on;80
4080;0;46;0;note_off;64
4080;0;46;0;note_on;80
4080;0;58;0;note_off;64
4080;0;61;0;note_off;64
4080;0;70;240;note_off;64
4080;0;70;0;note_on;80
4320;9;39;0;note_on;80
4320;9;39;480;note_off;64
4560;0;58;0;note_on;80
4560;0;61;0;note_on;80
4560;0;70;0;note_on;80
4560;0;46;0;note_off;64
4560;0;58;0;note_off;64
4560;0;61;0;note_off;64
4560;0;46;0;note_on;80
4560;0;70;480;note_off;64
4800;9;39;480;note_off;64
4800;9;39;0;note_on;80
5040;0;46;0;note_on;80
5040;0;58;0;note_on;80
5040;0;70;0;note_on;80
5040;0;46;0;note_off;64
5040;0;58;0;note_off;64
5040;0;61;0;note_off;64
5040;0;70;480;note_off;64
5040;0;61;0;note_on;80
5280;9;39;480;note_off;64
5280;9;39;0;note_on;80
5520;0;46;0;note_on;80
5520;0;58;0;note_on;80
5520;0;61;0;note_on;80
5520;0;70;0;note_on;80
5520;0;46;0;note_off;64
5520;0;58;0;note_off;64
5520;0;61;0;note_off;64
5520;0;70;480;note_off;64
5760;9;39;480;note_off;64
5760;9;39;0;note_on;80
5760;0;61;0;note_off;64
5760;0;70;240;note_off;64
5760;0;58;0;note_off;64
5760;0;46;0;note_off;64
6000;0;70;240;note_on;80
6000;0;61;0;note_on;80
6000;0;58;0;note_on;80
6000;0;46;0;note_on;80
6240;9;39;0;note_on;80
6240;9;39;480;note_off;64
6480;0;70;480;note_off;64
6480;0;61;0;note_off;64
6480;0;70;0;note_on;80
6480;0;58;0;note_off;64
6480;0;46;0;note_off;64
6480;0;61;0;note_on;80
6480;0;58;0;note_on;80
6480;0;46;0;note_on;80
6720;9;39;480;note_off;64
6720;9;39;0;note_on;80
6960;0;46;0;note_on;80
6960;0;58;0;note_on;80
6960;0;70;0;note_on;80
6960;0;61;0;note_on;80
6960;0;70;480;note_off;64
6960;0;61;0;note_off;64
6960;0;58;0;note_off;64
6960;0;46;0;note_off;64
7200;9;39;0;note_on;80
7200;9;39;480;note_off;64
7440;0;58;0;note_on;80
7440;0;70;480;note_off;64
7440;0;61;0;note_off;64
7440;0;58;0;note_off;64
7440;0;46;0;note_off;64
7440;0;70;0;note_on;80
7440;0;46;0;note_on;80
7440;0;61;0;note_on;80
7560;9;39;0;note_on;80
7560;9;39;360;note_off;64
7680;0;46;0;note_on;80
7680;0;58;0;note_on;80
7680;0;61;0;note_on;80
7680;0;70;0;note_on;80
7680;0;46;0;note_off;64
7680;0;58;0;note_off;64
7680;0;61;0;note_off;64
7680;0;70;240;note_off;64
7680;9;39;0;note_on;80
7680;9;39;120;note_off;64
7920;0;70;240;note_off;64
7920;0;61;0;note_off;64
7920;0;46;0;note_on;80
7920;0;61;0;note_on;80
7920;0;70;0;note_on;80
7920;0;46;0;note_off;64
7920;0;58;0;note_off;64
7920;0;58;0;note_on;80
8160;9;39;480;note_off;64
8160;9;39;0;note_on;80
8400;0;70;480;note_off;64
8400;0;61;0;note_off;64
8400;0;46;0;note_off;64
8400;0;70;0;note_on;80
8400;0;61;0;note_on;80
8400;0;58;0;note_on;80
8400;0;46;0;note_on;80
8400;0;58;0;note_off;64
8640;9;39;480;note_off;64
8640;9;39;0;note_on;80
8880;0;46;0;note_on;80
8880;0;58;0;note_on;80
8880;0;61;0;note_on;80
8880;0;70;480;note_off;64
8880;0;46;0;note_off;64
8880;0;58;0;note_off;64
8880;0;61;0;note_off;64
8880;0;70;0;note_on;80
9120;9;39;480;note_off;64
9120;9;39;0;note_on;80
9360;0;70;480;note_off;64
9360;0;58;0;note_off;64
9360;0;46;0;note_off;64
9360;0;70;0;note_on;80
9360;0;61;0;note_on;80
9360;0;58;0;note_on;80
9360;0;46;0;note_on;80
9360;0;61;0;note_off;64
9600;9;39;0;note_on;80
9600;9;39;480;note_off;64
9600;0;70;240;note_off;64
9600;0;61;0;note_off;64
9600;0;58;0;note_off;64
9600;0;46;0;note_off;64
9840;0;61;0;note_on;80
9840;0;70;240;note_on;80
9840;0;46;0;note_on;80
9840;0;58;0;note_on;80
10080;9;39;0;note_on;80
10080;9;39;480;note_off;64
10320;0;46;0;note_off;64
10320;0;70;0;note_on;80
10320;0;61;0;note_on;80
10320;0;58;0;note_on;80
10320;0;61;0;note_off;64
10320;0;70;480;note_off;64
10320;0;58;0;note_off;64
10320;0;46;0;note_on;80
10560;9;39;0;note_on;80
10560;9;39;480;note_off;64
10800;0;70;480;note_off;64
10800;0;58;0;note_off;64
10800;0;61;0;note_off;64
10800;0;46;0;note_on;80
10800;0;58;0;note_on;80
10800;0;61;0;note_on;80
10800;0;70;0;note_on;80
10800;0;46;0;note_off;64
11040;9;39;480;note_off;64
11040;9;39;0;note_on;80
11280;0;70;0;note_on;80
11280;0;61;0;note_on;80
11280;0;46;0;note_on;80
11280;0;46;0;note_off;64
11280;0;58;0;note_off;64
11280;0;61;0;note_off;64
11280;0;58;0;note_on;80
11280;0;70;480;note_off;64
11400;9;39;360;note_off;64
11400;9;39;0;note_on;80
11520;0;70;0;note_on;80
11520;0;70;240;note_off;64
11520;0;61;0;note_off;64
11520;0;58;0;note_off;64
11520;0;46;0;note_off;64
11520;9;39;120;note_off;64
11520;0;61;0;note_on;80
11520;0;58;0;note_on;80
11520;2;34;11520;note_on;80
11520;0;46;0;note_on;80
11760;0;46;0;note_on;80
11760;0;61;0;note_off;64
11760;2;34;240;note_off;64
11760;0;46;0;note_off;64
11760;0;70;0;note_on;80
11760;0;61;0;note_on;80
11760;0;58;0;note_on;80
11760;0;70;240;note_off;64
11760;0;58;0;note_off;64
12000;2;34;240;note_on;80
12000;9;39;480;note_on;80
12240;0;46;0;note_on;80
12240;2;34;240;note_off;64
12240;0;61;0;note_on;80
12240;0;70;0;note_on;80
12240;0;46;0;note_off;64
12240;0;58;0;note_off;64
12240;0;58;0;note_on;80
12240;0;70;480;note_off;64
12240;0;61;0;note_off;64
12480;2;34;240;note_on;80
12480;9;39;480;note_off;64
12720;2;34;240;note_off;64
12720;0;46;0;note_on;80
12720;0;61;0;note_off;64
12720;0;58;0;note_off;64
12720;0;46;0;note_off;64
12720;0;70;0;note_on;80
12720;0;61;0;note_on;80
12720;0;58;0;note_on;80
12720;0;70;480;note_off;64
12960;9;39;480;note_on;80
12960;2;34;240;note_on;80
13200;0;46;0;note_on;80
13200;0;58;0;note_on;80
13200;0;61;0;note_on;80
13200;0;70;0;note_on;80
13200;0;46;0;note_off;64
13200;0;58;0;note_off;64
13200;0;61;0;note_off;64
13200;0;70;480;note_off;64
13200;2;34;240;note_off;64
13440;9;39;480;note_off;64
13440;2;34;240;note_on;80
13440;0;61;0;note_off;64
13440;0;70;240;note_off;64
13440;0;46;0;note_off;64
13440;0;58;0;note_off;64
13680;0;61;0;note_on;80
13680;0;70;240;note_on;80
13680;2;34;240;note_off;64
13680;0;58;0;note_on;80
13680;0;46;0;note_on;80
13920;2;34;240;note_on;80
13920;9;39;480;note_on;80
14160;2;34;240;note_off;64
14160;0;70;480;note_off;64
14160;0;58;0;note_on;80
14160;0;61;0;note_on;80
14160;0;70;0;note_on;80
14160;0;46;0;note_off;64
14160;0;58;0;note_off;64
14160;0;61;0;note_off;64
14160;0;46;0;note_on;80
14400;2;34;240;note_on;80
14400;9;39;480;note_off;64
14640;2;34;240;note_off;64
14640;0;70;0;note_on;80
14640;0;58;0;note_on;80
14640;0;70;480;note_off;64
14640;0;61;0;note_off;64
14640;0;58;0;note_off;64
14640;0;46;0;note_off;64
14640;0;46;0;note_on;80
14640;0;61;0;note_on;80
14880;2;34;240;note_on;80
14880;9;39;480;note_on;80
15120;0;58;0;note_on;80
15120;0;70;480;note_off;64
15120;0;61;0;note_off;64
15120;0;58;0;note_off;64
15120;0;70;0;note_on;80
15120;0;46;0;note_on;80
15120;0;61;0;note_on;80
15120;0;46;0;note_off;64
15120;2;34;240;note_off;64
15120;9;39;240;note_off;64
15240;9;39;120;note_on;80
15360;0;46;0;note_off;64
15360;9;39;120;note_off;64
15360;9;39;0;note_on;80
15360;0;58;0;note_on;80
15360;0;61;0;note_on;80
15360;0;70;0;note_on;80
15360;0;58;0;note_off;64
15360;0;61;0;note_off;64
15360;0;70;240;note_off;64
15360;0;46;0;note_on;80
15600;0;70;240;note_off;64
15600;0;61;0;note_off;64
15600;0;58;0;note_off;64
15600;0;70;0;note_on;80
15600;0;61;0;note_on;80
15600;0;58;0;note_on;80
15600;0;46;0;note_on;80
15600;0;46;0;note_off;64
15840;9;39;0;note_on;80
15840;9;39;480;note_off;64
15840;6;49;15840;note_on;80
16080;0;70;0;note_on;80
16080;0;46;0;note_off;64
16080;0;58;0;note_off;64
16080;0;61;0;note_on;80
16080;0;58;0;note_on;80
16080;0;46;0;note_on;80
16080;0;70;480;note_off;64
16080;0;61;0;note_off;64
16080;6;49;0;note_on;80
16080;6;49;240;note_off;64
16320;0;46;0;note_on;80
16320;0;58;0;note_on;80
16320;9;39;480;note_off;64
16320;0;70;0;note_on;80
16320;0;46;0;note_off;64
16320;0;58;0;note_off;64
16320;0;61;0;note_off;64
16320;0;70;240;note_off;64
16320;9;39;0;note_on;80
16320;0;61;0;note_on;80
16320;6;49;0;note_on;80
16320;6;49;240;note_off;64
16560;0;61;0;note_off;64
16560;0;46;0;note_off;64
16560;0;70;0;note_on;80
16560;0;61;0;note_on;80
16560;0;58;0;note_on;80
16560;6;49;0;note_on;80
16560;6;49;240;note_off;64
16560;0;58;0;note_off;64
16560;0;70;240;note_off;64
16560;0;46;0;note_on;80
16800;9;39;0;note_on;80
16800;6;49;240;note_off;64
16800;6;51;0;note_on;80
16800;9;39;480;note_off;64
17040;0;61;0;note_on;80
17040;0;70;0;note_on;80
17040;0;46;0;note_off;64
17040;0;58;0;note_off;64
17040;0;61;0;note_off;64
17040;0;70;480;note_off;64
17040;0;46;0;note_on;80
17040;6;51;240;note_off;64
17040;6;51;0;note_on;80
17040;0;58;0;note_on;80
17280;0;46;0;note_off;64
17280;0;61;0;note_off;64
17280;9;39;0;note_on;80
17280;0;70;240;note_off;64
17280;9;39;480;note_off;64
17280;6;48;0;note_on;80
17280;6;51;240;note_off;64
17280;0;56;0;note_on;80
17280;0;58;0;note_off;64
17280;0;60;0;note_on;80
17280;0;51;0;note_on;80
17280;0;44;0;note_on;80
17520;6;48;240;note_off;64
17520;6;46;0;note_on;80
17520;0;60;240;note_off;64
17520;0;51;0;note_on;80
17520;0;60;0;note_on;80
17520;0;44;0;note_off;64
17520;0;51;0;note_off;64
17520;0;56;0;note_off;64
17520;0;44;0;note_on;80
17520;0;56;0;note_on;80
17760;9;39;480;note_off;64
17760;9;39;0;note_on;80
17760;6;44;0;note_on;80
17760;6;46;240;note_off;64
18000;0;51;0;note_on;80
18000;0;56;0;note_on;80
18000;0;60;0;note_on;80
18000;0;44;0;note_off;64
18000;0;51;0;note_off;64
18000;0;60;480;note_off;64
18000;0;44;0;note_on;80
18000;0;56;0;note_off;64
18240;0;60;240;note_off;64
18240;0;44;0;note_off;64
18240;0;58;0;note_on;80
18240;0;55;0;note_on;80
18240;0;51;0;note_on;80
18240;6;46;0;note_on;80
18240;6;44;480;note_off;64
18240;0;43;0;note_on;80
18240;0;51;0;note_off;64
18240;0;56;0;note_off;64
18240;9;39;0;note_on;80
18240;9;39;480;note_off;64
18480;0;58;240;note_off;64
18480;0;43;0;note_off;64
18480;0;58;0;note_on;80
18480;0;55;0;note_on;80
18480;0;51;0;note_on;80
18480;0;43;0;note_on;80
18480;0;51;0;note_off;64
18480;0;55;0;note_off;64
18720;9;39;480;note_off;64
18720;9;39;0;note_on;80
18960;0;55;0;note_off;64
18960;0;58;0;note_on;80
18960;0;43;0;note_on;80
18960;6;44;0;note_on;80
18960;6;46;720;note_off;64
18960;0;43;0;note_off;64
18960;0;58;480;note_off;64
18960;0;51;0;note_off;64
18960;0;51;0;note_on;80
18960;0;55;0;note_on;80
19080;9;39;360;note_off;64
19080;9;39;0;note_on;80
19200;0;58;240;note_off;64
19200;0;46;0;note_on;80
19200;0;58;0;note_on;80
19200;9;39;120;note_off;64
19200;0;61;0;note_on;80
19200;0;70;0;note_on;80
19200;0;43;0;note_off;64
19200;6;44;240;note_off;64
19200;0;51;0;note_off;64
19200;9;39;0;note_on;80
19200;0;55;0;note_off;64
19440;0;70;0;note_on;80
19440;0;70;240;note_off;64
19440;0;61;0;note_off;64
19440;0;58;0;note_off;64
19440;0;46;0;note_on;80
19440;0;58;0;note_on;80
19440;0;61;0;note_on;80
19440;0;46;0;note_off;64
19680;6;49;480;note_on;80
19680;9;39;0;note_on;80
19680;9;39;480;note_off;64
19920;6;49;240;note_off;64
19920;0;46;0;note_on;80
19920;0;58;0;note_on;80
19920;0;61;0;note_on;80
19920;0;70;0;note_on;80
19920;0;46;0;note_off;64
19920;0;58;0;note_off;64
19920;0;61;0;note_off;64
19920;0;70;480;note_off;64
19920;6;49;0;note_on;80
20160;6;49;0;note_on;80
20160;9;39;480;note_off;64
20160;9;39;0;note_on;80
20160;6;49;240;note_off;64
20160;0;46;0;note_on;80
20160;0;58;0;note_on;80
20160;0;61;0;note_on;80
20160;0;70;0;note_on;80
20160;0;46;0;note_off;64
20160;0;58;0;note_off;64
20160;0;70;240;note_off;64
20160;0;61;0;note_off;64
20400;0;46;0;note_on;80
20400;6;49;0;note_on;80
20400;0;70;0;note_on;80
20400;0;46;0;note_off;64
20400;0;58;0;note_on;80
20400;0;61;0;note_on;80
20400;0;70;240;note_off;64
20400;0;61;0;note_off;64
20400;0;58;0;note_off;64
20400;6;49;240;note_off;64
20640;9;39;480;note_off;64
20640;9;39;0;note_on;80
20640;6;51;0;note_on;80
20640;6;49;240;note_off;64
20880;0;58;0;note_on;80
20880;0;70;0;note_on;80
20880;0;46;0;note_off;64
20880;0;58;0;note_off;64
20880;0;61;0;note_off;64
20880;0;70;480;note_off;64
20880;0;46;0;note_on;80
20880;0;61;0;note_on;80
21120;0;56;0;note_on;80
21120;0;60;0;note_on;80
21120;6;48;0;note_on;80
21120;0;61;0;note_off;64
21120;6;51;480;note_off;64
21120;0;51;0;note_on;80
21120;0;70;240;note_off;64
21120;0;44;0;note_on;80
21120;0;46;0;note_off;64
21120;9;39;480;note_off;64
21120;0;58;0;note_off;64
21120;9;39;0;note_on;80
21360;0;51;0;note_off;64
21360;0;51;0;note_on;80
21360;6;46;0;note_on;80
21360;6;48;240;note_off;64
21360;0;56;0;note_on;80
21360;0;60;0;note_on;80
21360;0;44;0;note_off;64
21360;0;44;0;note_on;80
21360;0;60;240;note_off;64
21360;0;56;0;note_off;64
21600;9;39;480;note_off;64
21600;9;39;0;note_on;80
21600;6;44;0;note_on;80
21600;6;46;240;note_off;64
21840;0;56;0;note_on;80
21840;0;44;0;note_off;64
21840;0;51;0;note_off;64
21840;0;60;0;note_on;80
21840;0;60;480;note_off;64
21840;0;51;0;note_on;80
21840;0;56;0;note_off;64
21840;0;44;0;note_on;80
22080;9;39;480;note_off;64
22080;9;39;0;note_on;80
22080;6;44;480;note_off;64
22080;0;56;0;note_off;64
22080;0;51;0;note_off;64
22080;0;44;0;note_off;64
22080;0;58;0;note_on;80
22080;0;55;0;note_on;80
22080;0;51;0;note_on;80
22080;0;43;0;note_on;80
22080;0;60;240;note_off;64
22320;0;43;0;note_on;80
22320;0;51;0;note_on;80
22320;0;55;0;note_on;80
22320;0;43;0;note_off;64
22320;0;51;0;note_off;64
22320;0;55;0;note_off;64
22320;0;58;240;note_off;64
22320;0;58;0;note_on;80
22560;9;39;0;note_on;80
22560;9;39;480;note_off;64
22800;0;43;0;note_on;80
22800;0;51;0;note_on;80
22800;0;55;0;note_on;80
22800;0;58;0;note_on;80
22800;0;58;480;note_off;64
22800;0;43;0;note_off;64
22800;0;51;0;note_off;64
22800;0;55;0;note_off;64
22920;9;39;360;note_off;64
22920;9;39;0;note_on;80
23040;9;39;120;note_off;64
23040;9;39;0;note_on;80
23040;0;55;0;note_off;64
23040;0;70;0;note_on;80
23040;0;58;240;note_off;64
23040;0;43;0;note_off;64
23040;0;51;0;note_off;64
23040;0;61;0;note_on;80
23040;0;58;0;note_on;80
23040;0;46;0;note_on;80
23280;0;58;0;note_on;80
23280;0;70;240;note_off;64
23280;0;61;0;note_off;64
23280;0;58;0;note_off;64
23280;0;46;0;note_off;64
23280;0;70;0;note_on;80
23280;0;61;0;note_on;80
23280;0;46;0;note_on;80
23520;9;39;0;note_on;80
23520;6;49;1440;note_on;80
23520;9;39;480;note_off;64
23760;0;61;0;note_on;80
23760;0;46;0;note_on;80
23760;0;70;480;note_off;64
23760;0;61;0;note_off;64
23760;0;58;0;note_off;64
23760;0;46;0;note_off;64
23760;0;70;0;note_on;80
23760;6;49;240;note_off;64
23760;6;49;0;note_on;80
23760;0;58;0;note_on;80
24000;0;61;0;note_off;64
24000;6;49;0;note_on;80
24000;6;49;240;note_off;64
24000;9;39;0;note_on;80
24000;9;39;480;note_off;64
24000;0;46;0;note_on;80
24000;0;61;0;note_on;80
24000;0;70;0;note_on;80
24000;0;46;0;note_off;64
24000;0;58;0;note_off;64
24000;0;70;240;note_off;64
24000;0;58;0;note_on;80
24240;0;46;0;note_on;80
24240;6;49;0;note_on;80
24240;0;61;0;note_on;80
24240;0;70;0;note_on;80
24240;0;46;0;note_off;64
24240;6;49;240;note_off;64
24240;0;61;0;note_off;64
24240;0;70;240;note_off;64
24240;0;58;0;note_off;64
24240;0;58;0;note_on;80
24480;6;49;240;note_off;64
24480;9;39;480;note_off;64
24480;9;39;0;note_on;80
24480;6;51;0;note_on;80
24720;0;61;0;note_off;64
24720;0;58;0;note_off;64
24720;0;46;0;note_off;64
24720;0;61;0;note_on;80
24720;0;58;0;note_on;80
24720;0;46;0;note_on;80
24720;0;70;480;note_off;64
24720;0;70;0;note_on;80
24720;6;51;240;note_off;64
24720;6;51;0;note_on;80
24960;0;44;0;note_on;80
24960;0;51;0;note_on;80
24960;0;56;0;note_on;80
24960;0;60;0;note_on;80
24960;0;46;0;note_off;64
24960;0;58;0;note_off;64
24960;0;70;240;note_off;64
24960;0;61;0;note_off;64
24960;6;48;0;note_on;80
24960;6;51;240;note_off;64
24960;9;39;480;note_off;64
24960;9;39;0;note_on;80
25200;6;48;240;note_off;64
25200;0;60;0;note_on;80
25200;6;46;0;note_on;80
25200;0;51;0;note_on;80
25200;0;60;240;note_off;64
25200;0;56;0;note_off;64
25200;0;51;0;note_off;64
25200;0;44;0;note_off;64
25200;0;44;0;note_on;80
25200;0;56;0;note_on;80
25440;9;39;480;note_off;64
25440;6;44;0;note_on;80
25440;9;39;0;note_on;80
25440;6;46;240;note_off;64
25680;0;60;480;note_off;64
25680;0;56;0;note_off;64
25680;0;51;0;note_off;64
25680;0;44;0;note_off;64
25680;0;60;0;note_on;80
25680;0;56;0;note_on;80
25680;0;51;0;note_on;80
25680;0;44;0;note_on;80
25680;6;44;0;note_on;80
25680;6;44;240;note_off;64
25920;6;44;240;note_off;64
25920;9;39;0;note_on;80
25920;0;43;0;note_on;80
25920;0;51;0;note_on;80
25920;0;55;0;note_on;80
25920;0;58;0;note_on;80
25920;9;39;480;note_off;64
25920;0;51;0;note_off;64
25920;6;46;0;note_on;80
25920;0;44;0;note_off;64
25920;0;60;240;note_off;64
25920;0;56;0;note_off;64
26160;0;58;240;note_off;64
26160;0;55;0;note_off;64
26160;0;51;0;note_off;64
26160;0;43;0;note_off;64
26160;0;58;0;note_on;80
26160;0;55;0;note_on;80
26160;0;51;0;note_on;80
26160;0;43;0;note_on;80
26400;9;39;480;note_off;64
26400;9;39;0;note_on;80
26640;6;44;0;note_on;80
26640;0;51;0;note_on;80
26640;0;55;0;note_on;80
26640;0;43;0;note_on;80
26640;0;58;0;note_on;80
26640;0;55;0;note_off;64
26640;0;43;0;note_off;64
26640;0;51;0;note_off;64
26640;6;46;720;note_off;64
26640;0;58;480;note_off;64
26760;9;39;360;note_off;64
26760;9;39;0;note_on;80
26880;0;46;0;note_on;80
26880;0;58;0;note_on;80
26880;0;61;0;note_on;80
26880;0;43;0;note_off;64
26880;6;44;240;note_off;64
26880;0;55;0;note_off;64
26880;0;58;240;note_off;64
26880;9;39;0;note_on;80
26880;9;39;120;note_off;64
26880;0;51;0;note_off;64
26880;0;70;0;note_on;80
27120;0;58;0;note_on;80
27120;0;70;240;note_off;64
27120;0;61;0;note_off;64
27120;0;58;0;note_off;64
27120;0;46;0;note_off;64
27120;0;70;0;note_on;80
27120;0;61;0;note_on;80
27120;0;46;0;note_on;80
27360;9;39;0;note_on;80
27360;9;39;480;note_off;64
27360;6;49;480;note_on;80
27600;0;61;0;note_off;64
27600;0;70;480;note_off;64
27600;0;46;0;note_off;64
27600;0;70;0;note_on;80
27600;0;61;0;note_on;80
27600;0;58;0;note_on;80
27600;0;46;0;note_on;80
27600;0;58;0;note_off;64
27600;6;49;0;note_on;80
27600;6;49;240;note_off;64
27840;6;49;0;note_on;80
27840;6;49;240;note_off;64
27840;9;39;480;note_off;64
27840;9;39;0;note_on;80
27840;0;46;0;note_off;64
27840;0;70;240;note_off;64
27840;0;61;0;note_off;64
27840;0;58;0;note_off;64
27840;0;46;0;note_on;80
27840;0;58;0;note_on;80
27840;0;61;0;note_on;80
27840;0;70;0;note_on;80
28080;6;49;0;note_on;80
28080;6;49;240;note_off;64
28080;0;58;0;note_off;64
28080;0;46;0;note_on;80
28080;0;58;0;note_on;80
28080;0;61;0;note_on;80
28080;0;70;240;note_off;64
28080;0;46;0;note_off;64
28080;0;61;0;note_off;64
28080;0;70;0;note_on;80
28320;6;49;240;note_off;64
28320;6;51;0;note_on;80
28320;9;39;0;note_on;80
28320;9;39;480;note_off;64
28560;0;58;0;note_on;80
28560;0;70;480;note_off;64
28560;0;61;0;note_off;64
28560;0;58;0;note_off;64
28560;0;46;0;note_off;64
28560;0;70;0;note_on;80
28560;0;61;0;note_on;80
28560;0;46;0;note_on;80
28800;0;58;0;note_off;64
28800;0;70;240;note_off;64
28800;0;61;0;note_off;64
28800;6;51;480;note_off;64
28800;6;48;0;note_on;80
28800;0;51;0;note_on;80
28800;0;56;0;note_on;80
28800;0;60;0;note_on;80
28800;0;44;0;note_on;80
28800;9;39;0;note_on;80
28800;9;39;480;note_off;64
28800;0;46;0;note_off;64
29040;0;56;0;note_off;64
29040;0;60;240;note_off;64
29040;0;44;0;note_off;64
29040;0;60;0;note_on;80
29040;0;56;0;note_on;80
29040;0;51;0;note_on;80
29040;0;44;0;note_on;80
29040;6;48;240;note_off;64
29040;6;46;0;note_on;80
29040;0;51;0;note_off;64
29280;6;46;240;note_off;64
29280;6;44;0;note_on;80
29280;9;39;0;note_on;80
29280;9;39;480;note_off;64
29520;0;56;0;note_off;64
29520;0;51;0;note_off;64
29520;0;44;0;note_off;64
29520;0;60;0;note_on;80
29520;0;56;0;note_on;80
29520;0;51;0;note_on;80
29520;0;44;0;note_on;80
29520;6;44;0;note_on;80
29520;6;44;240;note_off;64
29520;0;60;480;note_off;64
29760;9;39;0;note_on;80
29760;6;43;0;note_on;72
29760;6;44;240;note_off;64
29760;0;43;0;note_on;80
29760;0;55;0;note_on;80
29760;0;51;0;note_on;80
29760;0;44;0;note_off;64
29760;0;58;0;note_on;80
29760;0;51;0;note_off;64
29760;0;56;0;note_off;64
29760;0;60;240;note_off;64
29760;9;39;480;note_off;64
30000;0;51;0;note_on;80
30000;0;58;240;note_off;64
30000;0;55;0;note_off;64
30000;0;51;0;note_off;64
30000;0;43;0;note_off;64
30000;0;58;0;note_on;80
30000;0;55;0;note_on;80
30000;0;43;0;note_on;80
30240;9;39;480;note_off;64
30240;9;39;0;note_on;80
30480;6;43;720;note_off;64
30480;0;51;0;note_off;64
30480;0;51;0;note_on;80
30480;0;58;480;note_off;64
30480;0;55;0;note_off;64
30480;0;43;0;note_off;64
30480;0;58;0;note_on;80
30480;0;55;0;note_on;80
30480;0;43;0;note_on;80
30600;9;39;0;note_on;80
30600;9;39;360;note_off;64
30720;9;39;120;note_off;64
30720;0;58;240;note_off;64
30720;0;51;0;note_off;64
30720;0;46;0;note_on;80
30720;0;70;0;note_on;80
30720;0;43;0;note_off;64
30720;0;58;0;note_on;80
30720;0;61;0;note_on;80
30720;0;55;0;note_off;64
30960;0;61;0;note_off;64
30960;0;46;0;note_on;80
30960;0;58;0;note_on;80
30960;0;61;0;note_on;80
30960;0;58;0;note_off;64
30960;0;70;240;note_off;64
30960;0;70;0;note_on;80
30960;0;46;0;note_off;64
31200;9;39;480;note_on;80
31200;6;49;720;note_on;80
31440;0;46;0;note_on;80
31440;0;61;0;note_on;80
31440;0;70;0;note_on;80
31440;0;46;0;note_off;64
31440;0;70;480;note_off;64
31440;0;58;0;note_on;80
31440;0;61;0;note_off;64
31440;0;58;0;note_off;64
31440;6;49;0;note_on;80
31440;6;49;240;note_off;64
31680;0;58;0;note_off;64
31680;6;49;0;note_on;80
31680;6;49;240;note_off;64
